	workload name	duration (s)	no. samples	start time (ms)	end time (ms)	start date	end date	Freq (MHz) C0	Freq (MHz) C4	CPU 0 (id:0x07) cycle count diff	CPU 0 (id:0x07) cntr 0 (0x14) diff	CPU 0 (id:0x07) cntr 1 (0x16) diff	CPU 0 (id:0x07) cntr 2 (0x13) diff	CPU 0 (id:0x07) cntr 3 (0x0F) diff	CPU 1 (id:0x07) cycle count diff	CPU 1 (id:0x07) cntr 0 (0x14) diff	CPU 1 (id:0x07) cntr 1 (0x16) diff	CPU 1 (id:0x07) cntr 2 (0x13) diff	CPU 1 (id:0x07) cntr 3 (0x0F) diff	CPU 2 (id:0x07) cycle count diff	CPU 2 (id:0x07) cntr 0 (0x14) diff	CPU 2 (id:0x07) cntr 1 (0x16) diff	CPU 2 (id:0x07) cntr 2 (0x13) diff	CPU 2 (id:0x07) cntr 3 (0x0F) diff	CPU 3 (id:0x07) cycle count diff	CPU 3 (id:0x07) cntr 0 (0x14) diff	CPU 3 (id:0x07) cntr 1 (0x16) diff	CPU 3 (id:0x07) cntr 2 (0x13) diff	CPU 3 (id:0x07) cntr 3 (0x0F) diff	CPU 4 (id:0x0F) cycle count diff	CPU 4 (id:0x0F) cntr 0 (0x1B) diff	CPU 4 (id:0x0F) cntr 1 (0x50) diff	CPU 4 (id:0x0F) cntr 2 (0x6A) diff	CPU 4 (id:0x0F) cntr 3 (0x73) diff	CPU 4 (id:0x0F) cntr 4 (0x14) diff	CPU 4 (id:0x0F) cntr 5 (0x19) diff	CPU 5 (id:0x0F) cycle count diff	CPU 5 (id:0x0F) cntr 0 (0x1B) diff	CPU 5 (id:0x0F) cntr 1 (0x50) diff	CPU 5 (id:0x0F) cntr 2 (0x6A) diff	CPU 5 (id:0x0F) cntr 3 (0x73) diff	CPU 5 (id:0x0F) cntr 4 (0x14) diff	CPU 5 (id:0x0F) cntr 5 (0x19) diff	CPU 6 (id:0x0F) cycle count diff	CPU 6 (id:0x0F) cntr 0 (0x1B) diff	CPU 6 (id:0x0F) cntr 1 (0x50) diff	CPU 6 (id:0x0F) cntr 2 (0x6A) diff	CPU 6 (id:0x0F) cntr 3 (0x73) diff	CPU 6 (id:0x0F) cntr 4 (0x14) diff	CPU 6 (id:0x0F) cntr 5 (0x19) diff	CPU 7 (id:0x0F) cycle count diff	CPU 7 (id:0x0F) cntr 0 (0x1B) diff	CPU 7 (id:0x0F) cntr 1 (0x50) diff	CPU 7 (id:0x0F) cntr 2 (0x6A) diff	CPU 7 (id:0x0F) cntr 3 (0x73) diff	CPU 7 (id:0x0F) cntr 4 (0x14) diff	CPU 7 (id:0x0F) cntr 5 (0x19) diff	CPU 0 (id:0x07) cycle count rate	CPU 0 (id:0x07) cntr 0 (0x14) rate	CPU 0 (id:0x07) cntr 1 (0x16) rate	CPU 0 (id:0x07) cntr 2 (0x13) rate	CPU 0 (id:0x07) cntr 3 (0x0F) rate	CPU 1 (id:0x07) cycle count rate	CPU 1 (id:0x07) cntr 0 (0x14) rate	CPU 1 (id:0x07) cntr 1 (0x16) rate	CPU 1 (id:0x07) cntr 2 (0x13) rate	CPU 1 (id:0x07) cntr 3 (0x0F) rate	CPU 2 (id:0x07) cycle count rate	CPU 2 (id:0x07) cntr 0 (0x14) rate	CPU 2 (id:0x07) cntr 1 (0x16) rate	CPU 2 (id:0x07) cntr 2 (0x13) rate	CPU 2 (id:0x07) cntr 3 (0x0F) rate	CPU 3 (id:0x07) cycle count rate	CPU 3 (id:0x07) cntr 0 (0x14) rate	CPU 3 (id:0x07) cntr 1 (0x16) rate	CPU 3 (id:0x07) cntr 2 (0x13) rate	CPU 3 (id:0x07) cntr 3 (0x0F) rate	CPU 4 (id:0x0F) cycle count rate	CPU 4 (id:0x0F) cntr 0 (0x1B) rate	CPU 4 (id:0x0F) cntr 1 (0x50) rate	CPU 4 (id:0x0F) cntr 2 (0x6A) rate	CPU 4 (id:0x0F) cntr 3 (0x73) rate	CPU 4 (id:0x0F) cntr 4 (0x14) rate	CPU 4 (id:0x0F) cntr 5 (0x19) rate	CPU 5 (id:0x0F) cycle count rate	CPU 5 (id:0x0F) cntr 0 (0x1B) rate	CPU 5 (id:0x0F) cntr 1 (0x50) rate	CPU 5 (id:0x0F) cntr 2 (0x6A) rate	CPU 5 (id:0x0F) cntr 3 (0x73) rate	CPU 5 (id:0x0F) cntr 4 (0x14) rate	CPU 5 (id:0x0F) cntr 5 (0x19) rate	CPU 6 (id:0x0F) cycle count rate	CPU 6 (id:0x0F) cntr 0 (0x1B) rate	CPU 6 (id:0x0F) cntr 1 (0x50) rate	CPU 6 (id:0x0F) cntr 2 (0x6A) rate	CPU 6 (id:0x0F) cntr 3 (0x73) rate	CPU 6 (id:0x0F) cntr 4 (0x14) rate	CPU 6 (id:0x0F) cntr 5 (0x19) rate	CPU 7 (id:0x0F) cycle count rate	CPU 7 (id:0x0F) cntr 0 (0x1B) rate	CPU 7 (id:0x0F) cntr 1 (0x50) rate	CPU 7 (id:0x0F) cntr 2 (0x6A) rate	CPU 7 (id:0x0F) cntr 3 (0x73) rate	CPU 7 (id:0x0F) cntr 4 (0x14) rate	CPU 7 (id:0x0F) cntr 5 (0x19) rate
27	par-susan-smoothing	0.963	7.0	1.50176946001e+12	1.50176946098e+12	2017-8-3 23:41:0	2017-8-3 23:41:0	1200.0	1200.0	23813654.0	4242269.0	378412.0	2988778.0	165.0	9012679.0	1392927.0	134297.0	967100.0	155.0	7884198.0	1129325.0	124633.0	807375.0	175.0	8588311.0	1327317.0	133196.0	956064.0	151.0	1054192321.0	1724387638.0	588089.0	107001.0	990791347.0	516485061.0	515865.0	1074815512.0	6046561589.0	644373.0	152604.0	1005286155.0	524999857.0	906594.0	1086701382.0	1733829551.0	1333705.0	277971.0	994966554.0	522637854.0	1354289.0	1087782774.0	1777794887.0	617197.0	111130.0	5316014754.0	532833890.0	489426.0	24728612.6687	4405263.75909	392951.194185	3103611.63032	171.339563863	9358960.53998	1446445.48287	139456.905504	1004257.52856	160.955347871	8187121.49533	1172715.47248	129421.599169	838395.638629	181.723779855	8918287.64278	1378314.64174	138313.603323	992797.507788	156.801661475	1094696075.8	1790641368.64	610684.319834	111112.149533	1028859134.99	536329242.991	535685.358255	1116111642.78	6278880154.72	669130.841121	158467.28972	1043910856.7	545171191.07	941426.791277	1128454186.92	1800446055.04	1384948.07892	288651.090343	1033194760.12	542718436.137	1406322.94912	1129577127.73	1846100609.55	640910.695742	115399.792316	5520264542.06	553306220.145	508230.529595
28	par-susan-edges	0.874	6.0	1.50176946102e+12	1.5017694619e+12	2017-8-3 23:41:1	2017-8-3 23:41:1	1200.0	1200.0	27580576.0	5133495.0	414224.0	3525907.0	163.0	10757987.0	1645839.0	162668.0	1175510.0	138.0	10419382.0	1575623.0	170833.0	1125282.0	256.0	9506718.0	1269573.0	142689.0	857214.0	287.0	755895673.0	5805702560.0	1531736.0	69977.0	900486729.0	358306001.0	1635447.0	848756145.0	1550026732.0	2757891.0	553994.0	925964154.0	392243209.0	4928435.0	676666684.0	1336809821.0	1382889.0	49418.0	790230209.0	324192989.0	1348626.0	905478624.0	6132160226.0	1787123.0	67353.0	1115430671.0	454021119.0	1544290.0	31556723.1121	5873564.07323	473940.503432	4034218.53547	186.498855835	12308909.611	1883110.98398	186118.993135	1344977.1167	157.894736842	11921489.7025	1802772.31121	195461.098398	1287508.00915	292.90617849	10877251.7162	1452600.6865	163259.7254	980794.050343	328.375286041	864869191.076	6642680274.6	1752558.3524	80065.2173913	1030305181.92	409961099.542	1871220.8238	971116870.709	1773485963.39	3155481.69336	633860.411899	1059455553.78	448790856.979	5638941.6476	774218173.913	1529530687.64	1582252.86041	56542.3340961	904153557.208	370930193.364	1543050.34325	1036016732.27	7016201631.58	2044763.15789	77062.9290618	1276236465.68	519474964.531	1766922.1968
29	par-susan-corners	0.269	4.0	1.50176946195e+12	1.50176946222e+12	2017-8-3 23:41:1	2017-8-3 23:41:2	1200.0	1200.0	22554407.0	3849971.0	308390.0	2619095.0	139.0	6190884.0	570172.0	62853.0	409667.0	86.0	4690573.0	330727.0	37203.0	243197.0	73.0	5984258.0	564176.0	58397.0	423372.0	84.0	4506424141.0	254294800.0	973392.0	289642.0	113667113.0	58434138.0	2787893.0	298553819.0	317884481.0	1927174.0	655732.0	146027829.0	80972510.0	5017702.0	4485786599.0	234962488.0	764939.0	217185.0	105177753.0	52673800.0	2234379.0	200673829.0	248103846.0	849489.0	232138.0	110733872.0	55677624.0	2294776.0	83845379.1822	14312159.8513	1146431.22677	9736412.63941	516.728624535	23014438.6617	2119598.51301	233654.275093	1522925.65056	319.70260223	17437074.3494	1229468.40149	138301.115242	904078.066914	271.375464684	22246312.2677	2097308.55019	217089.219331	1573873.60595	312.267657993	16752506100.4	945333828.996	3618557.62082	1076736.05948	422554323.42	217227278.81	10363914.4981	1109865498.14	1181726695.17	7164215.61338	2437665.42751	542854382.9	301013048.327	18653167.2862	16675786613.4	873466498.141	2843639.4052	807379.182156	390995364.312	195813382.9	8306241.63569	745999364.312	922319130.112	3157951.67286	862966.542751	411650081.784	206980014.87	8530765.79926
30	par-dijkstra-mqueue	3.168	17.0	1.50176946226e+12	1.50176946543e+12	2017-8-3 23:41:2	2017-8-3 23:41:5	1200.0	1200.0	313241906.0	56778569.0	5086867.0	42257137.0	475.0	46215838.0	8080480.0	730680.0	5800444.0	475.0	91116869.0	17783114.0	1547561.0	13170556.0	416.0	23105908.0	3413952.0	356960.0	2424864.0	485.0	391158376.0	443025988.0	4444143.0	86892.0	239153613.0	91916370.0	1894335.0	7179987338.0	7674289358.0	6626183.0	20585501.0	5881673640.0	788673685.0	5808738.0	390754344.0	440828144.0	4486066.0	99757.0	237970718.0	92061035.0	1890201.0	4751888331.0	508454112.0	5416024.0	137119.0	271342326.0	106738973.0	2352853.0	98876864.2677	17922528.0934	1605702.96717	13338742.7399	149.936868687	14588332.702	2550656.56566	230643.939394	1830948.23232	149.936868687	28761637.9419	5613356.69192	488497.790404	4157372.47475	131.313131313	7293531.56566	1077636.36364	112676.767677	765424.242424	153.093434343	123471709.596	139844061.869	1402822.91667	27428.030303	75490408.1439	29014005.6818	597959.280303	2266410144.57	2422439822.6	2091598.16919	6497948.54798	1856588901.52	248950026.831	1833566.28788	123344174.242	139150297.98	1416056.18687	31488.9520202	75117019.5707	29059670.1389	596654.356061	1499964750.95	160496878.788	1709603.53535	43282.5126263	85650986.7424	33692857.6389	742693.497475
31	par-dijkstra-squeue	2.962	16.0	1.50176946548e+12	1.50176946844e+12	2017-8-3 23:41:5	2017-8-3 23:41:8	1200.0	1200.0	58283398.0	10027640.0	934863.0	7137389.0	561.0	21613184.0	3129060.0	307346.0	2197836.0	384.0	22464404.0	3098420.0	330262.0	2197886.0	459.0	17283593.0	2338184.0	239100.0	1695783.0	358.0	616217237.0	326831913.0	8413610.0	1852495.0	187646159.0	122644857.0	550724.0	3124100182.0	7558800559.0	11909666.0	22238482.0	1532694125.0	812661868.0	4090302.0	603670219.0	325085829.0	8551417.0	1848637.0	186505481.0	121918871.0	529392.0	611068897.0	333218740.0	8457516.0	1898375.0	190953949.0	125208875.0	727061.0	19677041.8636	3385428.76435	315618.838623	2409651.92438	189.399054693	7296821.06685	1056401.08035	103762.997974	742010.803511	129.642133693	7584201.2154	1046056.71843	111499.66239	742027.683997	154.96286293	5835109.04794	789393.652937	80722.4848076	572512.829169	120.864280891	208040930.79	110341631.668	2840516.54288	625420.324105	63351167.792	41406096.2188	185929.777178	1054726597.57	2551924564.15	4020819.04119	7507927.75152	517452439.23	274362548.278	1380925.72586	203804935.517	109752136.732	2887041.526	624117.825793	62966063.8082	41160996.2863	178727.886563	206302801.148	112497886.563	2855339.63538	640909.858204	64467909.8582	42271733.6259	245462.86293
32	par-dijkstra-allpair	6.211	32.0	1.5017694685e+12	1.50176947471e+12	2017-8-3 23:41:8	2017-8-3 23:41:14	1200.0	1200.0	122252332.0	21226723.0	2060947.0	15121904.0	1663.0	70422491.0	14763099.0	1061353.0	9217593.0	2046.0	40108550.0	5981460.0	631467.0	4281252.0	822.0	64909714.0	13541799.0	999692.0	8578180.0	1964.0	11614966427.0	14223314731.0	21905396.0	1777269.0	11247301696.0	2241456780.0	290330.0	11464408420.0	14004407992.0	21427832.0	1843174.0	11088070094.0	6487251434.0	431227.0	11524480138.0	14105198696.0	21430503.0	1738842.0	11165217620.0	2209876629.0	178109.0	11455600804.0	13993595809.0	21577224.0	1802844.0	11084288635.0	6480379661.0	227317.0	19683196.2647	3417601.51344	331822.089841	2434697.15022	267.750764772	11338349.8631	2376927.86991	170882.788601	1484075.51119	329.415553051	6457663.82225	963042.988247	101669.135405	689301.561745	132.345838029	10450767.0262	2180292.86749	160955.079697	1381127.03268	316.213170182	1870063826.6	2290020082.27	3526871.03526	286148.60731	1810868088.23	360885007.245	46744.4855901	1845823284.5	2254775075.19	3449981.00145	296759.620029	1785231056.83	1044477770.73	69429.5604573	1855495111.58	2271002849.14	3450411.04492	279961.680889	1797652168.73	355800455.482	28676.380615	1844405217.2	2253034263.24	3474033.81098	290266.301723	1784622224.28	1043371383.19	36599.0983739
33	par-patricia	0.678	6.0	1.50176947475e+12	1.50176947543e+12	2017-8-3 23:41:14	2017-8-3 23:41:15	1200.0	1200.0	66754889.0	12875421.0	1096021.0	9465034.0	141.0	8794472.0	1102392.0	115000.0	785959.0	153.0	6918954.0	793175.0	89953.0	579548.0	116.0	6642986.0	723226.0	75373.0	525457.0	127.0	4528662466.0	181875590.0	2324492.0	1288374.0	98969141.0	56232044.0	643733.0	9309328365.0	9075650029.0	8595073468.0	8593869147.0	8858735565.0	8731045345.0	8600244301.0	8820992207.0	8768997802.0	8592232979.0	8591204898.0	8687360937.0	8645542679.0	8590539739.0	8816331033.0	8765820844.0	8592154553.0	8591184374.0	8685715422.0	8644413910.0	8590549015.0	98458538.3481	18990296.4602	1616550.14749	13960227.1386	207.96460177	12971197.6401	1625946.90265	169616.519174	1159231.56342	225.663716814	10204946.9027	1169874.63127	132674.041298	854790.560472	171.091445428	9797914.45428	1066705.01475	111169.616519	775010.324484	187.315634218	6679443165.19	268253082.596	3428454.27729	1900256.63717	145972184.366	82938117.9941	949458.702065	13730572809.7	13385914497.1	12677099510.3	12675323225.7	13065981659.3	12877648001.5	12684726107.7	13010312989.7	12933625076.7	12672909998.5	12671393654.9	12813216721.2	12751537874.6	12670412594.4	13003438101.8	12928939297.9	12672794326.0	12671363383.5	12810789708.0	12749873023.6	12670426275.8
34	par-stringsearch-small	0.293	3.0	1.50176947550e+12	1.5017694758e+12	2017-8-3 23:41:15	2017-8-3 23:41:15	1200.0	1200.0	8412357.0	1299956.0	130042.0	933415.0	274.0	3349708.0	434168.0	46382.0	309352.0	53.0	3947997.0	522938.0	55317.0	395920.0	58.0	3058789.0	360060.0	37060.0	251828.0	51.0	325976898.0	327374374.0	13234445.0	40826.0	214955362.0	5213532.0	173392.0	333399795.0	333023439.0	13309705.0	79744.0	217552653.0	7086427.0	382714.0	319559879.0	324490837.0	13103107.0	18474.0	213475833.0	3972967.0	81966.0	323527609.0	4620993485.0	13173300.0	28612.0	214258766.0	4643570.0	78667.0	28711116.041	4436709.89761	443829.351536	3185716.72355	935.153583618	11432450.5119	1481802.04778	158300.341297	1055808.87372	180.887372014	13474392.4915	1784771.33106	188795.221843	1351262.79863	197.95221843	10439552.901	1228873.72014	126484.641638	859481.228669	174.061433447	1112549139.93	1117318682.59	45168754.2662	139337.883959	733636047.782	17793624.5734	591781.569966	1137883259.39	1136598767.92	45425614.3345	272163.822526	742500522.184	24185757.6792	1306191.12628	1090648051.19	1107477259.39	44720501.7065	63051.1945392	728586460.751	13559614.3345	279747.440273	1104189791.81	15771308822.5	44960068.2594	97651.8771331	731258587.031	15848361.7747	268488.054608
35	par-sha	0.477	5.0	1.50176947585e+12	1.50176947632e+12	2017-8-3 23:41:15	2017-8-3 23:41:16	1200.0	1200.0	65706832.0	9804174.0	1002886.0	7543117.0	177.0	9013379.0	1245100.0	130764.0	900115.0	132.0	4544849.0	566903.0	68173.0	415719.0	93.0	3962074.0	436954.0	49960.0	322669.0	100.0	37896578.0	53290245.0	230516.0	83642.0	38109389.0	11324095.0	188444.0	37399724.0	50691783.0	199562.0	76223.0	36093728.0	10945285.0	181757.0	32605512.0	47944907.0	158180.0	64116.0	34569490.0	9871380.0	139980.0	4417321721.0	145525575.0	969053.0	411844.0	98610143.0	34851277.0	2000284.0	137750171.908	20553823.8994	2102486.37317	15813662.4738	371.06918239	18895972.7463	2610272.53669	274138.36478	1887033.54298	276.729559748	9527985.32495	1188475.89099	142920.33543	871528.301887	194.968553459	8306234.80084	916046.121593	104737.945493	676454.926625	209.64360587	79447752.6205	111719591.195	483262.054507	175350.104822	79893897.2746	23740241.0901	395060.796646	78406129.979	106272081.761	418368.972746	159796.645702	75668192.8721	22946090.1468	381041.928721	68355371.0692	100513431.866	331614.255765	134415.09434	72472725.3669	20694716.9811	293459.119497	9260632538.78	305085062.893	2031557.65199	863404.612159	206729859.539	73063473.7945	4193467.50524
36	lmb3-lat-ctx-0-18	0.628	5.0	1.50176947637e+12	1.501769477e+12	2017-8-3 23:41:16	2017-8-3 23:41:17	1200.0	1200.0	11158192.0	1613205.0	156329.0	1147244.0	207.0	8251401.0	1038781.0	110173.0	743413.0	125.0	6921094.0	831576.0	90413.0	589017.0	95.0	6663573.0	745354.0	77418.0	556232.0	129.0	135617825.0	67462974.0	1584740.0	686858.0	35409070.0	30429864.0	72949.0	75695565.0	31632488.0	1199476.0	283975.0	16717869.0	14361369.0	131230.0	48708133.0	19326336.0	701733.0	166179.0	10269562.0	8676491.0	65727.0	597627903.0	233890229.0	406355.0	551742.0	60320630.0	14236355.0	107575.0	17767821.6561	2568797.7707	248931.528662	1826821.65605	329.617834395	13139173.5669	1654109.87261	175434.713376	1183778.66242	199.044585987	11020850.3185	1324165.6051	143969.745223	937925.159236	151.27388535	10610785.0318	1186869.42675	123277.070064	885719.745223	205.414012739	215951950.637	107425117.834	2523471.33758	1093722.92994	56383869.4268	48455197.4522	116160.828025	120534339.172	50370203.8217	1909993.63057	452189.490446	26620810.5096	22868421.9745	208964.968153	77560721.3376	30774420.3822	1117409.23567	264616.242038	16352805.7325	13816068.4713	104660.828025	951636788.217	372436670.382	647062.101911	878570.063694	96051958.5987	22669355.0955	171297.770701
37	lmb3-lat-ctx-500-18	0.699	6.0	1.50176947705e+12	1.50176947775e+12	2017-8-3 23:41:17	2017-8-3 23:41:17	1200.0	1200.0	13671336.0	2204452.0	211785.0	1562170.0	200.0	9960733.0	1428787.0	153188.0	1041104.0	171.0	5623572.0	688888.0	77987.0	497878.0	154.0	6048056.0	756957.0	87659.0	557023.0	128.0	146257939.0	4401171978.0	4716724.0	164815.0	53812491.0	23264855.0	2423957.0	4941826335.0	260693738.0	1750825.0	586885.0	73442235.0	19215359.0	2979893.0	53419094.0	23460158.0	1106818.0	102467.0	12023084.0	7268812.0	1838182.0	82646187.0	38888968.0	1945599.0	136995.0	19895249.0	11053540.0	3295095.0	19558420.6009	3153722.46066	302982.832618	2234864.09156	286.123032904	14249975.6795	2044044.34907	219153.075823	1489419.17024	244.635193133	8045167.38197	985533.619456	111569.384835	712271.816881	220.314735336	8652440.62947	1082914.16309	125406.294707	796885.550787	183.118741059	209238825.465	6296383373.39	6747816.88126	235786.83834	76984965.6652	33283054.3634	3467749.64235	7069851695.28	372952414.878	2504756.79542	839606.58083	105067575.107	27489783.9771	4263080.11445	76422165.9514	33562457.7969	1583430.61516	146590.844063	17200406.2947	10398872.6753	2629731.04435	118234888.412	55635147.3534	2783403.43348	195987.124464	28462444.9213	15813361.9456	4714012.87554
38	lmb3-lat-fs	1.652	10.0	1.5017694778e+12	1.50176947945e+12	2017-8-3 23:41:17	2017-8-3 23:41:19	1200.0	1200.0	27997353.0	4172753.0	382572.0	2967311.0	233.0	24698451.0	3545797.0	353683.0	2498574.0	264.0	20657545.0	2618930.0	293337.0	1881831.0	253.0	15272143.0	1631418.0	181089.0	1208182.0	383.0	512848170.0	277893453.0	5167308.0	2592135.0	141825502.0	127940857.0	1247367.0	621763103.0	234573161.0	454264.0	555538.0	60648006.0	14614193.0	248597.0	370566839.0	4488003186.0	4046687.0	1801001.0	98254343.0	89293292.0	835225.0	614612959.0	340164460.0	6203073.0	3152385.0	172506459.0	155011354.0	1809737.0	16947550.2421	2525879.53995	231581.113801	1796193.09927	141.041162228	14950636.1985	2146366.22276	214093.825666	1512453.99516	159.8062954	12504567.1913	1585308.71671	177564.769976	1139122.88136	153.147699758	9244638.61985	987541.162228	109618.038741	731345.03632	231.840193705	310440780.872	168216375.908	3127910.41162	1569088.98305	85850788.1356	77446039.3462	755064.769976	376369917.07	141993438.862	274978.208232	336282.082324	36711868.0387	8846363.80145	150482.445521	224314067.191	2716708950.36	2449568.40194	1090194.30993	59475994.5521	54051629.54	505584.140436	372041742.736	205910690.073	3754886.80387	1908223.36562	104422796.005	93832538.7409	1095482.44552
39	lmb3-lat-pagefault	32.346	161.0	1.5017694795e+12	1.50176951185e+12	2017-8-3 23:41:19	2017-8-3 23:41:51	1200.0	1200.0	947980242.0	119940054.0	11245915.0	84611287.0	7501.0	568254578.0	62142134.0	4508146.0	42075017.0	7847.0	440437394.0	27040004.0	2899689.0	19263113.0	4258.0	413714204.0	22328748.0	2394729.0	16057440.0	4296.0	33362202796.0	17231350557.0	374649759.0	123269977.0	11094772491.0	10103560847.0	7187698.0	34194533781.0	17606749501.0	377823709.0	125018769.0	11227174496.0	10183287196.0	6941756.0	33601579654.0	17322049107.0	368309597.0	123753832.0	11155564651.0	10127613872.0	8735329.0	33694918284.0	17440503103.0	374284805.0	124858142.0	11201688505.0	10192612581.0	7214236.0	29307495.2699	3708033.57448	347675.601311	2615819.17393	231.898843752	17568001.5458	1921169.04718	139372.596302	1300779.60181	242.595684165	13616440.7964	835961.293514	89645.9840475	595533.079824	131.639151673	12790274.037	690309.404563	74034.7801892	496427.378965	132.813949175	1031416644.9	532719673.437	11582568.4474	3810980.55401	343002921.258	312358895.907	222212.885674	1057148759.69	544325403.481	11680693.4088	3865045.72436	347096225.066	314823693.687	214609.410746	1038817153.71	535523684.752	11386557.7506	3825939.28152	344882354.882	313102512.583	270059.018117	1041702785.01	539185775.768	11571285.6304	3860079.8244	346308307.21	315111994.713	223033.32715
40	lmb3-lat-mem-rd-2-8	82.239	409.0	1.5017695119e+12	1.50176959414e+12	2017-8-3 23:41:51	2017-8-3 23:43:14	1200.0	1200.0	5846879199.0	286801948.0	27296116.0	204592987.0	21798.0	780842898.0	158179595.0	12553157.0	107135151.0	20167.0	489989848.0	96324065.0	7803352.0	66311811.0	16242.0	362481161.0	56236731.0	6057928.0	40380772.0	11874.0	32659988364.0	9635865192.0	431583560.0	2279151.0	311146041.0	807984385.0	42259851.0	22287050306.0	8121071455.0	225258832.0	2158115.0	232188297.0	610325789.0	2645127.0	32841126675.0	9986418617.0	429261023.0	2905496.0	371873656.0	843078154.0	15788768.0	30005783505.0	9389234473.0	392448341.0	3725438.0	400247869.0	842234146.0	28291955.0	71096185.4959	3487420.17777	331912.061188	2487785.44243	265.056724912	9494800.49611	1923413.40483	152642.383784	1302729.25254	245.224285315	5958120.21061	1171269.89628	94886.2705043	806330.463649	197.497537665	4407655.26089	683820.705505	73662.4715767	491017.303226	144.384051362	397135037.683	117169046.219	5247918.38422	27713.7489512	3783436.58118	9824832.318	513866.304308	271003420.591	98749637.7023	2739075.52378	26241.9898102	2823335.60719	7421366.85757	32163.9003393	399337621.749	121431664.016	5219677.07535	35329.9043033	4521865.00322	10251561.3517	191986.381157	364860753.475	114170095.368	4772046.60806	45300.1374044	4866886.37994	10241298.4837	344021.145685
41	lmb3-lat-mem-rd-2-256	82.543	410.0	1.50176959419e+12	1.50176967673e+12	2017-8-3 23:43:14	2017-8-3 23:44:36	1200.0	1200.0	1618581832.0	295824914.0	28470139.0	210534236.0	22137.0	596574169.0	113761548.0	9799406.0	76708867.0	14770.0	765897841.0	187075284.0	11175766.0	121344741.0	29648.0	358398429.0	55433775.0	6087166.0	40075523.0	12351.0	28366117541.0	2334480544.0	754502929.0	2286718.0	240394425.0	408248164.0	52150261.0	24306011700.0	6148201782.0	741496363.0	2568973.0	247577521.0	314663970.0	2128401.0	34207054705.0	7712807097.0	939770863.0	2741165.0	347683653.0	584743141.0	20593976.0	31293929465.0	7196591032.0	851896561.0	3488751.0	4622803530.0	532287390.0	34244865.0	19608953.2971	3583888.56717	344912.821196	2550600.72932	268.187490157	7227435.02175	1378209.51504	118718.80111	929320.075597	178.937038877	9278773.98447	2266397.92593	135393.261694	1470079.1224	359.182486704	4341960.29948	671574.512678	73745.3933102	485510.861006	149.631101365	343652611.863	28281992.9491	9140725.79141	27703.3546152	2912353.86405	4945884.73886	631795.076506	294464844.99	74484835.5645	8983152.57502	31122.8450626	2999376.33718	3812121.80318	25785.3603576	414414968.017	93439868.8805	11385227.857	33208.9335256	4212151.88447	7084103.32796	249493.912264	379122753.777	87185964.0672	10320639.6787	42265.8614298	56004791.8055	6448607.27136	414873.035872
42	lmb3-lat-mem-rd-32-8	133.343	662.0	1.50176967678e+12	1.50176981012e+12	2017-8-3 23:44:36	2017-8-3 23:46:50	1200.0	1200.0	7671847644.0	628084594.0	58857774.0	447739975.0	43436.0	1045552907.0	190544800.0	18012582.0	131168514.0	19783.0	1570146953.0	326327941.0	26042333.0	231697728.0	36333.0	767902814.0	130035776.0	13063610.0	92845357.0	18897.0	46179567567.0	11270241736.0	472475167.0	4592782.0	918235045.0	1045782119.0	449707593.0	39237316794.0	13182491117.0	504476319.0	5428172.0	2470463829.0	5891010441.0	370110737.0	53928310402.0	15621180847.0	609070576.0	6114501.0	7286472777.0	6394652828.0	567448919.0	48004504488.0	13194207773.0	542361975.0	8130660.0	2330228231.0	5851623673.0	641328648.0	57534686.0653	4710292.95876	441401.303406	3357806.37154	325.746383387	7841078.32432	1428982.39878	135084.571369	983692.537291	148.361743774	11775248.442	2447282.12955	195303.338008	1737606.98349	272.477745363	5758853.58811	975197.618173	97969.972177	696289.696497	141.717225501	346321648.433	84520685.2703	3543306.86275	34443.3678558	6886263.58339	7842797.2897	3372562.43672	294258542.211	98861515.9176	3783298.10339	40708.3386454	18527135.5002	44179375.3028	2775629.29438	404433006.622	117150362.951	4567698.16188	45855.4329811	54644584.0952	47956419.3696	4255558.36452	360007683.103	98949384.4671	4067419.92456	60975.5292741	17475444.7628	43883995.9578	4809616.16283
